id,comment,label,clean_comment
1596,Stop or face consequences. please,Threat,stop face consequence please
1597,This is a warning..,Threat,warning
1598,Beautiful execution! 😭,Praise,beautiful execution
1599,Stop or face consequences.,Threat,stop face consequence
1600,Visuals are nice but transitions feel off.!!,Constructive Criticism,visuals nice transition feel
1601,This is a warning. thanks,Threat,warning thanks
1602,Will there be a part 2? lol,Question/Suggestion,part lol
1603,I’ll get your page banned. 😂,Threat,ill get page banned
1604,Follow me for followers! dude,Spam,follow follower dude
1605,Check my page for giveaways! please,Spam,check page giveaway please
1606,Nice idea but pacing feels slow. please,Constructive Criticism,nice idea pacing feel slow please
1607,This made me emotional. now,Emotional,made emotional
1608,Great animation! ❤️,Praise,great animation
1609,Fantastic quality! now,Praise,fantastic quality
1610,Nice idea but pacing feels slow. asap,Constructive Criticism,nice idea pacing feel slow asap
1611,Join my group now! lol,Spam,join group lol
1612,Keep going! 😭,Support,keep going
1613,Join my group now! lol,Spam,join group lol
1614,Can you try a darker theme?,Question/Suggestion,try darker theme
1615,Nice idea but pacing feels slow. 😂,Constructive Criticism,nice idea pacing feel slow
1616,Follow me for followers! omg,Spam,follow follower omg
1617,This touched my heart. please,Emotional,touched heart please
1618,Visuals are nice but transitions feel off. bro,Constructive Criticism,visuals nice transition feel bro
1619,DM for promotions. omg,Spam,dm promotion omg
1620,Beautiful execution! dude,Praise,beautiful execution dude
1621,Can you upload a tutorial? asap,Question/Suggestion,upload tutorial asap
1622,DM for promotions. bro,Spam,dm promotion bro
1623,This sucks.!!,Hate,suck
1624,DM for promotions. ❤️,Spam,dm promotion
1625,This made me emotional. thanks,Emotional,made emotional thanks
1626,Can you try a darker theme? friend,Question/Suggestion,try darker theme friend
1627,Loved this! haha,Praise,loved haha
1628,You have no talent.,Hate,talent
1629,We believe in you! dude,Support,believe dude
1630,What tool did you use? asap,Question/Suggestion,tool use asap
1631,You have no talent. thanks,Hate,talent thanks
1632,I’ll take action. 😂,Threat,ill take action
1633,I will report this. asap,Threat,report asap
1634,Worst thing ever. ❤️,Hate,worst thing ever
1635,Beautiful execution! tbh,Praise,beautiful execution tbh
1636,Stop or face consequences. tbh,Threat,stop face consequence tbh
1637,Can you make more like this?,Question/Suggestion,make like
1638,The audio could be better.!!,Constructive Criticism,audio could better
1639,Click here for prizes! 😂,Spam,click prize
1640,This is a warning..,Threat,warning
1641,I’ll get your page banned. 😭,Threat,ill get page banned
1642,This gave me chills. omg,Emotional,gave chill omg
1643,I will report this.!!,Threat,report
1644,Can you upload a tutorial? haha,Question/Suggestion,upload tutorial haha
1645,Click here for prizes! ❤️,Spam,click prize
1646,Great animation! now,Praise,great animation
1647,Fantastic quality! please,Praise,fantastic quality please
1648,I can relate to this. asap,Emotional,relate asap
1649,Proud of your progress! lol,Support,proud progress lol
1650,Join my group now! ❤️,Spam,join group
1651,Great animation! 😂,Praise,great animation
1652,You have no talent. bro,Hate,talent bro
1653,I will report this.!!,Threat,report
1654,Stay strong! dude,Support,stay strong dude
1655,Will there be a part 2? ❤️,Question/Suggestion,part
1656,Great animation! 😂,Praise,great animation
1657,We believe in you! omg,Support,believe omg
1658,You have no talent. please,Hate,talent please
1659,This sucks. ❤️,Hate,suck
1660,Beautiful execution!,Praise,beautiful execution
1661,Follow me for followers! friend,Spam,follow follower friend
1662,This looks stunning! haha,Praise,look stunning haha
1663,Click here for prizes! bro,Spam,click prize bro
1664,Keep going! now,Support,keep going
1665,I’ll take action. now,Threat,ill take action
1666,This gave me chills. 😭,Emotional,gave chill
1667,What tool did you use? omg,Question/Suggestion,tool use omg
1668,I will report this..,Threat,report
1669,Beautiful execution! dude,Praise,beautiful execution dude
1670,Click here for prizes! omg,Spam,click prize omg
1671,I can relate to this. ❤️,Emotional,relate
1672,I felt nostalgic watching this. friend,Emotional,felt nostalgic watching friend
1673,The audio could be better. tbh,Constructive Criticism,audio could better tbh
1674,DM for promotions. lol,Spam,dm promotion lol
1675,Can you try a darker theme? 😂,Question/Suggestion,try darker theme
1676,We believe in you! please,Support,believe please
1677,I’ll get your page banned. 😭,Threat,ill get page banned
1678,Can you try a darker theme? tbh,Question/Suggestion,try darker theme tbh
1679,I’ll get your page banned. 😭,Threat,ill get page banned
1680,Amazing work! 😭,Praise,amazing work
1681,Keep going! asap,Support,keep going asap
1682,Check my page for giveaways! 😭,Spam,check page giveaway
1683,Fantastic quality! thanks,Praise,fantastic quality thanks
1684,Visuals are nice but transitions feel off. tbh,Constructive Criticism,visuals nice transition feel tbh
1685,Worst thing ever. bro,Hate,worst thing ever bro
1686,Check my page for giveaways! haha,Spam,check page giveaway haha
1687,Check my page for giveaways! asap,Spam,check page giveaway asap
1688,Stop or face consequences.,Threat,stop face consequence
1689,What tool did you use? lol,Question/Suggestion,tool use lol
1690,You have no talent. please,Hate,talent please
1691,Follow me for followers!,Spam,follow follower
1692,You’ve got this! 😭,Support,youve got
1693,Nice idea but pacing feels slow. 😂,Constructive Criticism,nice idea pacing feel slow
1694,This is terrible. thanks,Hate,terrible thanks
1695,This is a warning. ❤️,Threat,warning
1696,This is terrible..,Hate,terrible
1697,Worst thing ever. lol,Hate,worst thing ever lol
1698,Awful content. 😭,Hate,awful content
1699,Visuals are nice but transitions feel off. ❤️,Constructive Criticism,visuals nice transition feel
1700,Great attempt but lacks clarity. dude,Constructive Criticism,great attempt lack clarity dude
1701,Good effort but needs improvement..,Constructive Criticism,good effort need improvement
1702,Proud of your progress! ❤️,Support,proud progress
1703,You have no talent. lol,Hate,talent lol
1704,DM for promotions.!!,Spam,dm promotion
1705,I can relate to this. asap,Emotional,relate asap
1706,Fantastic quality! omg,Praise,fantastic quality omg
1707,I felt nostalgic watching this. please,Emotional,felt nostalgic watching please
1708,This touched my heart. now,Emotional,touched heart
1709,Fantastic quality!.,Praise,fantastic quality
1710,Great attempt but lacks clarity. bro,Constructive Criticism,great attempt lack clarity bro
1711,This touched my heart. bro,Emotional,touched heart bro
1712,I felt nostalgic watching this. haha,Emotional,felt nostalgic watching haha
1713,Check my page for giveaways! omg,Spam,check page giveaway omg
1714,Follow me for followers! lol,Spam,follow follower lol
1715,Good effort but needs improvement. omg,Constructive Criticism,good effort need improvement omg
1716,This is a warning. tbh,Threat,warning tbh
1717,Fantastic quality! now,Praise,fantastic quality
1718,You have no talent. now,Hate,talent
1719,This touched my heart.!!,Emotional,touched heart
1720,What tool did you use? asap,Question/Suggestion,tool use asap
1721,Click here for prizes!.,Spam,click prize
1722,Stop or face consequences. friend,Threat,stop face consequence friend
1723,Keep going! 😂,Support,keep going
1724,Beautiful execution!.,Praise,beautiful execution
1725,I’ll get your page banned.,Threat,ill get page banned
1726,Can you make more like this? omg,Question/Suggestion,make like omg
1727,This sucks. please,Hate,suck please
1728,This sucks. 😭,Hate,suck
1729,I felt nostalgic watching this. dude,Emotional,felt nostalgic watching dude
1730,You can do it! 😂,Support,
1731,Visuals are nice but transitions feel off.,Constructive Criticism,visuals nice transition feel
1732,This gave me chills. friend,Emotional,gave chill friend
1733,Loved this! please,Praise,loved please
1734,Stop or face consequences. bro,Threat,stop face consequence bro
1735,This made me emotional.!!,Emotional,made emotional
1736,The audio could be better. lol,Constructive Criticism,audio could better lol
1737,I can relate to this. tbh,Emotional,relate tbh
1738,I will report this. asap,Threat,report asap
1739,You can do it!.,Support,
1740,I’ll get your page banned. now,Threat,ill get page banned
1741,Keep going! omg,Support,keep going omg
1742,Stop or face consequences.,Threat,stop face consequence
1743,I can relate to this. dude,Emotional,relate dude
1744,This made me emotional. dude,Emotional,made emotional dude
1745,Can you upload a tutorial? friend,Question/Suggestion,upload tutorial friend
1746,You’ve got this!,Support,youve got
1747,I will report this. haha,Threat,report haha
1748,This looks stunning! bro,Praise,look stunning bro
1749,I felt nostalgic watching this. haha,Emotional,felt nostalgic watching haha
1750,I felt nostalgic watching this. haha,Emotional,felt nostalgic watching haha
1751,Click here for prizes! friend,Spam,click prize friend
1752,Keep going! now,Support,keep going
1753,This is terrible. friend,Hate,terrible friend
1754,Worst thing ever. tbh,Hate,worst thing ever tbh
1755,You have no talent. tbh,Hate,talent tbh
1756,I’ll get your page banned. 😭,Threat,ill get page banned
1757,Follow me for followers!,Spam,follow follower
1758,Follow me for followers! 😭,Spam,follow follower
1759,This looks stunning! ❤️,Praise,look stunning
1760,What tool did you use? friend,Question/Suggestion,tool use friend
1761,Stop or face consequences.!!,Threat,stop face consequence
1762,You can do it! 😭,Support,
1763,Nice idea but pacing feels slow. bro,Constructive Criticism,nice idea pacing feel slow bro
1764,Nice idea but pacing feels slow. 😂,Constructive Criticism,nice idea pacing feel slow
1765,I can relate to this. dude,Emotional,relate dude
1766,This touched my heart..,Emotional,touched heart
1767,Follow me for followers! haha,Spam,follow follower haha
1768,Awful content. dude,Hate,awful content dude
1769,What tool did you use? tbh,Question/Suggestion,tool use tbh
1770,Can you upload a tutorial? 😭,Question/Suggestion,upload tutorial
1771,I can relate to this. friend,Emotional,relate friend
1772,Will there be a part 2? thanks,Question/Suggestion,part thanks
1773,This gave me chills. 😂,Emotional,gave chill
1774,Click here for prizes! please,Spam,click prize please
1775,Loved this! 😂,Praise,loved
1776,DM for promotions. asap,Spam,dm promotion asap
1777,I will report this. dude,Threat,report dude
1778,Amazing work! ❤️,Praise,amazing work
1779,Click here for prizes! tbh,Spam,click prize tbh
1780,I will report this. haha,Threat,report haha
1781,Fantastic quality!!!,Praise,fantastic quality
1782,This touched my heart. lol,Emotional,touched heart lol
1783,Great animation! omg,Praise,great animation omg
1784,This is a warning. thanks,Threat,warning thanks
1785,Follow me for followers! haha,Spam,follow follower haha
1786,Great animation! 😂,Praise,great animation
1787,I can relate to this. 😭,Emotional,relate
1788,I felt nostalgic watching this. bro,Emotional,felt nostalgic watching bro
1789,I felt nostalgic watching this. haha,Emotional,felt nostalgic watching haha
1790,This sucks. 😂,Hate,suck
1791,This is a warning. friend,Threat,warning friend
1792,Follow me for followers! omg,Spam,follow follower omg
1793,This sucks. thanks,Hate,suck thanks
1794,This gave me chills.!!,Emotional,gave chill
1795,You have no talent. dude,Hate,talent dude
1796,I will report this. 😭,Threat,report
1797,You have no talent. haha,Hate,talent haha
1798,This gave me chills. 😭,Emotional,gave chill
1799,Proud of your progress! tbh,Support,proud progress tbh
1800,DM for promotions. bro,Spam,dm promotion bro
