id,comment,label
2300,We believe in you!!!,Support
2301,Great attempt but lacks clarity. friend,Constructive Criticism
2302,This gave me chills. thanks,Emotional
2303,Great attempt but lacks clarity. now,Constructive Criticism
2304,Click here for prizes! thanks,Spam
2305,Can you make more like this? please,Question/Suggestion
2306,Fantastic quality! 😭,Praise
2307,The audio could be better. lol,Constructive Criticism
2308,Awful content. omg,Hate
2309,The audio could be better. thanks,Constructive Criticism
2310,Visuals are nice but transitions feel off. haha,Constructive Criticism
2311,Click here for prizes! 😂,Spam
2312,Nice idea but pacing feels slow. now,Constructive Criticism
2313,Good effort but needs improvement. omg,Constructive Criticism
2314,Visuals are nice but transitions feel off. 😂,Constructive Criticism
2315,Beautiful execution!.,Praise
2316,Can you upload a tutorial?!!,Question/Suggestion
2317,Worst thing ever. bro,Hate
2318,This looks stunning! thanks,Praise
2319,I’ll take action. friend,Threat
2320,Good effort but needs improvement. dude,Constructive Criticism
2321,This looks stunning! asap,Praise
2322,Follow me for followers! omg,Spam
2323,This touched my heart. asap,Emotional
2324,Join my group now! please,Spam
2325,What tool did you use? bro,Question/Suggestion
2326,Good effort but needs improvement.!!,Constructive Criticism
2327,Great attempt but lacks clarity. bro,Constructive Criticism
2328,Loved this!,Praise
2329,You can do it! omg,Support
2330,I will report this. ❤️,Threat
2331,Awful content. omg,Hate
2332,The audio could be better. lol,Constructive Criticism
2333,Loved this!,Praise
2334,I’ll take action. bro,Threat
2335,Can you make more like this? lol,Question/Suggestion
2336,What tool did you use? 😭,Question/Suggestion
2337,Can you make more like this? lol,Question/Suggestion
2338,You’ve got this! please,Support
2339,Will there be a part 2? 😂,Question/Suggestion
2340,Can you make more like this? thanks,Question/Suggestion
2341,I felt nostalgic watching this. omg,Emotional
2342,Fantastic quality! thanks,Praise
2343,Nice idea but pacing feels slow. lol,Constructive Criticism
2344,Follow me for followers! now,Spam
2345,DM for promotions.!!,Spam
2346,We believe in you! thanks,Support
2347,You have no talent. lol,Hate
2348,DM for promotions. thanks,Spam
2349,Awful content..,Hate
2350,Keep going! asap,Support
2351,Visuals are nice but transitions feel off. asap,Constructive Criticism
2352,Fantastic quality! now,Praise
2353,I’ll get your page banned. bro,Threat
2354,I can relate to this. dude,Emotional
2355,Beautiful execution! 😂,Praise
2356,You’ve got this! lol,Support
2357,DM for promotions. thanks,Spam
2358,I’ll take action. ❤️,Threat
2359,DM for promotions. 😭,Spam
2360,Great attempt but lacks clarity. please,Constructive Criticism
2361,I felt nostalgic watching this.!!,Emotional
2362,You can do it! thanks,Support
2363,I can relate to this. dude,Emotional
2364,You have no talent..,Hate
2365,This gave me chills. 😭,Emotional
2366,DM for promotions. 😭,Spam
2367,This gave me chills. tbh,Emotional
2368,Good effort but needs improvement. ❤️,Constructive Criticism
2369,You have no talent. omg,Hate
2370,Can you upload a tutorial?,Question/Suggestion
2371,Can you try a darker theme? lol,Question/Suggestion
2372,Will there be a part 2?!!,Question/Suggestion
2373,Worst thing ever. please,Hate
2374,Fantastic quality! tbh,Praise
2375,Visuals are nice but transitions feel off. haha,Constructive Criticism
2376,This is terrible. haha,Hate
2377,Keep going! please,Support
2378,I can relate to this. friend,Emotional
2379,Keep going! dude,Support
2380,Keep going!!!,Support
2381,Worst thing ever. haha,Hate
2382,Beautiful execution! bro,Praise
2383,This sucks. friend,Hate
2384,This touched my heart. lol,Emotional
2385,Click here for prizes! friend,Spam
2386,I’ll take action. 😭,Threat
2387,Great attempt but lacks clarity. now,Constructive Criticism
2388,Can you make more like this?.,Question/Suggestion
2389,Can you try a darker theme? asap,Question/Suggestion
2390,This made me emotional. haha,Emotional
2391,I felt nostalgic watching this. bro,Emotional
2392,Fantastic quality! tbh,Praise
2393,I can relate to this. lol,Emotional
2394,I can relate to this. 😂,Emotional
2395,I’ll get your page banned. haha,Threat
2396,I felt nostalgic watching this. dude,Emotional
2397,Nice idea but pacing feels slow. omg,Constructive Criticism
2398,This is a warning. omg,Threat
2399,Amazing work! lol,Praise
2400,Stay strong!,Support
2401,Great animation!!!,Praise
2402,I will report this. omg,Threat
2403,Worst thing ever. lol,Hate
2404,Check my page for giveaways! please,Spam
2405,Can you try a darker theme? haha,Question/Suggestion
2406,You’ve got this!,Support
2407,I can relate to this. bro,Emotional
2408,Click here for prizes! bro,Spam
2409,Click here for prizes! asap,Spam
2410,Proud of your progress! haha,Support
2411,You have no talent.,Hate
2412,Can you try a darker theme?,Question/Suggestion
2413,You can do it! haha,Support
2414,Great animation! bro,Praise
2415,This looks stunning! 😭,Praise
2416,This is terrible..,Hate
2417,Click here for prizes! thanks,Spam
2418,This is terrible. bro,Hate
2419,Nice idea but pacing feels slow.!!,Constructive Criticism
2420,Worst thing ever. ❤️,Hate
2421,I’ll get your page banned. ❤️,Threat
2422,Can you make more like this?,Question/Suggestion
2423,Check my page for giveaways!,Spam
2424,What tool did you use? friend,Question/Suggestion
2425,This gave me chills..,Emotional
2426,We believe in you! 😭,Support
2427,Join my group now! asap,Spam
2428,Amazing work! now,Praise
2429,Stop or face consequences. now,Threat
2430,I’ll take action. haha,Threat
2431,Click here for prizes! lol,Spam
2432,Will there be a part 2? lol,Question/Suggestion
2433,Stop or face consequences. bro,Threat
2434,DM for promotions. asap,Spam
2435,This gave me chills. friend,Emotional
2436,I’ll get your page banned.!!,Threat
2437,DM for promotions. asap,Spam
2438,I’ll take action. friend,Threat
2439,This looks stunning!!!,Praise
2440,You’ve got this! tbh,Support
2441,I felt nostalgic watching this. thanks,Emotional
2442,We believe in you!,Support
2443,I felt nostalgic watching this. tbh,Emotional
2444,Fantastic quality!,Praise
2445,Loved this! lol,Praise
2446,Great attempt but lacks clarity. now,Constructive Criticism
2447,We believe in you! ❤️,Support
2448,Can you make more like this? ❤️,Question/Suggestion
2449,Good effort but needs improvement. lol,Constructive Criticism
2450,I felt nostalgic watching this. dude,Emotional
2451,This made me emotional. 😂,Emotional
2452,I will report this. 😂,Threat
2453,We believe in you!.,Support
2454,This looks stunning! omg,Praise
2455,Can you make more like this? now,Question/Suggestion
2456,Click here for prizes! tbh,Spam
2457,Visuals are nice but transitions feel off. omg,Constructive Criticism
2458,This sucks.!!,Hate
2459,We believe in you! omg,Support
2460,I felt nostalgic watching this. dude,Emotional
2461,Nice idea but pacing feels slow. 😂,Constructive Criticism
2462,This touched my heart.!!,Emotional
2463,Good effort but needs improvement. haha,Constructive Criticism
2464,Good effort but needs improvement. 😂,Constructive Criticism
2465,Can you try a darker theme? now,Question/Suggestion
2466,This gave me chills. omg,Emotional
2467,Can you upload a tutorial? now,Question/Suggestion
2468,Stay strong! lol,Support
2469,Good effort but needs improvement. 😭,Constructive Criticism
2470,This is a warning. 😂,Threat
2471,This touched my heart..,Emotional
2472,Will there be a part 2? haha,Question/Suggestion
2473,I’ll get your page banned. please,Threat
2474,I’ll take action. thanks,Threat
2475,Check my page for giveaways! please,Spam
2476,Proud of your progress! now,Support
2477,Fantastic quality! lol,Praise
2478,DM for promotions. ❤️,Spam
2479,Nice idea but pacing feels slow. now,Constructive Criticism
2480,You can do it! now,Support
2481,You’ve got this! 😂,Support
2482,This made me emotional.!!,Emotional
2483,This is a warning. asap,Threat
2484,This touched my heart.!!,Emotional
2485,Stay strong! dude,Support
2486,Great animation! omg,Praise
2487,Good effort but needs improvement. bro,Constructive Criticism
2488,The audio could be better. now,Constructive Criticism
2489,I can relate to this. bro,Emotional
2490,Great animation! 😭,Praise
2491,Good effort but needs improvement. lol,Constructive Criticism
2492,Keep going!!!,Support
2493,This is a warning. tbh,Threat
2494,I’ll get your page banned. bro,Threat
2495,Stay strong! please,Support
2496,Click here for prizes! friend,Spam
2497,I will report this. 😭,Threat
2498,You can do it! omg,Support
2499,Join my group now! tbh,Spam
2500,Great attempt but lacks clarity.,Constructive Criticism
2501,Fantastic quality! asap,Praise
2502,Great animation! omg,Praise
2503,I felt nostalgic watching this. 😭,Emotional
2504,This is terrible. now,Hate
2505,This sucks. haha,Hate
2506,Nice idea but pacing feels slow. now,Constructive Criticism
2507,Fantastic quality! haha,Praise
2508,Loved this! bro,Praise
2509,I felt nostalgic watching this. please,Emotional
2510,You’ve got this! omg,Support
2511,Good effort but needs improvement. now,Constructive Criticism
2512,You have no talent. friend,Hate
2513,Nice idea but pacing feels slow. omg,Constructive Criticism
2514,Click here for prizes! asap,Spam
2515,Keep going! friend,Support
2516,I’ll get your page banned.,Threat
2517,I will report this. lol,Threat
2518,This made me emotional. asap,Emotional
2519,Great attempt but lacks clarity. bro,Constructive Criticism
2520,The audio could be better..,Constructive Criticism
2521,We believe in you!!!,Support
2522,Check my page for giveaways!.,Spam
2523,You can do it! omg,Support
2524,Can you upload a tutorial? haha,Question/Suggestion
2525,This gave me chills. haha,Emotional
2526,I’ll take action. 😭,Threat
2527,This touched my heart. tbh,Emotional
2528,DM for promotions. friend,Spam
2529,Great animation! friend,Praise
2530,Loved this! dude,Praise
2531,Keep going! ❤️,Support
2532,Will there be a part 2?.,Question/Suggestion
2533,Great attempt but lacks clarity. now,Constructive Criticism
2534,You have no talent. omg,Hate
2535,This touched my heart. asap,Emotional
2536,Can you try a darker theme? ❤️,Question/Suggestion
2537,You can do it! bro,Support
2538,Can you make more like this? lol,Question/Suggestion
2539,This is terrible. lol,Hate
2540,You can do it! asap,Support
2541,You have no talent. ❤️,Hate
2542,Visuals are nice but transitions feel off. thanks,Constructive Criticism
2543,Beautiful execution! 😂,Praise
2544,Loved this! 😭,Praise
2545,Nice idea but pacing feels slow..,Constructive Criticism
2546,Will there be a part 2? now,Question/Suggestion
2547,Awful content.,Hate
2548,This made me emotional. friend,Emotional
2549,This made me emotional. friend,Emotional
2550,I felt nostalgic watching this. ❤️,Emotional
2551,What tool did you use? asap,Question/Suggestion
2552,Amazing work! omg,Praise
2553,What tool did you use? dude,Question/Suggestion
2554,We believe in you! tbh,Support
2555,You can do it! thanks,Support
2556,I’ll take action. asap,Threat
2557,Good effort but needs improvement. lol,Constructive Criticism
2558,We believe in you! ❤️,Support
2559,Can you try a darker theme? lol,Question/Suggestion
2560,Loved this! asap,Praise
2561,You have no talent. thanks,Hate
2562,Great animation!,Praise
2563,Can you upload a tutorial? now,Question/Suggestion
2564,Great animation! asap,Praise
2565,Stop or face consequences. 😭,Threat
2566,Awful content. bro,Hate
2567,DM for promotions. lol,Spam
2568,This sucks. lol,Hate
2569,This is terrible. bro,Hate
2570,Good effort but needs improvement. tbh,Constructive Criticism
2571,We believe in you!.,Support
2572,This gave me chills. thanks,Emotional
2573,Can you make more like this? asap,Question/Suggestion
2574,We believe in you! thanks,Support
2575,Worst thing ever. please,Hate
2576,Can you make more like this? dude,Question/Suggestion
2577,Can you upload a tutorial? 😭,Question/Suggestion
2578,Amazing work! omg,Praise
2579,I’ll get your page banned. dude,Threat
2580,DM for promotions. now,Spam
2581,I’ll take action. omg,Threat
2582,This is terrible..,Hate
2583,This is a warning. please,Threat
2584,I will report this. dude,Threat
2585,Great animation! haha,Praise
2586,I felt nostalgic watching this. lol,Emotional
2587,Fantastic quality! asap,Praise
2588,Can you make more like this? bro,Question/Suggestion
2589,Amazing work! 😭,Praise
2590,Great animation!.,Praise
2591,This gave me chills. lol,Emotional
2592,We believe in you!.,Support
2593,Nice idea but pacing feels slow. 😂,Constructive Criticism
2594,This gave me chills. thanks,Emotional
2595,This is terrible. friend,Hate
2596,Awful content. bro,Hate
2597,Click here for prizes! 😂,Spam
2598,Check my page for giveaways! bro,Spam
2599,Nice idea but pacing feels slow. now,Constructive Criticism
2600,This looks stunning!.,Praise
2601,This touched my heart. asap,Emotional
2602,Visuals are nice but transitions feel off. dude,Constructive Criticism
2603,I’ll get your page banned. omg,Threat
2604,Can you upload a tutorial? 😂,Question/Suggestion
2605,What tool did you use? tbh,Question/Suggestion
2606,Click here for prizes! ❤️,Spam
2607,This sucks. ❤️,Hate
2608,This touched my heart. lol,Emotional
2609,Good effort but needs improvement. 😭,Constructive Criticism
2610,I will report this.!!,Threat
2611,Join my group now! asap,Spam
2612,Amazing work! tbh,Praise
2613,Awful content.,Hate
2614,Will there be a part 2? haha,Question/Suggestion
2615,This touched my heart.,Emotional
2616,Follow me for followers! ❤️,Spam
2617,Stay strong! friend,Support
2618,You have no talent..,Hate
2619,DM for promotions. ❤️,Spam
2620,Stop or face consequences. lol,Threat
2621,Awful content. dude,Hate
